passport_id,prisoner_id,current_prison_id,current_prison_name,prison_crowding_status,prison_occupancy_rate_pct,skill_india_digital_id,candidate_alias_or_name,gender,age,education_baseline,primary_trade_vocational,nsqf_level,certifying_agency,course_completion_status,workshop_production_hours,specific_machinery_skills,conduct_grade,soft_skills_completed,pwa_accumulated_savings_inr,target_job_domain,expected_minimum_wage_inr,preferred_work_districts,preferred_ngo_sector,rehabilitation_readiness_flag,consent_to_share_profile,verification_hash_qr
SKL-2026-0124,UTP-2026-0124,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99124,Vinod B.,Male,25,12th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,252,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Workplace Safety & Hazard Control,2536,Footwear & Leather Craft,15000,South Delhi|North Delhi,Artisan Cooperatives & Reintegration,True,True,124cd5420e2865...qr
SKL-2026-0125,UTP-2026-0125,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99125,Tushar C.,Male,38,5th Standard,Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,In_Training,679,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Customer Service & Professional Etiquette,6038,Garment & Textile Manufacturing,15000,Gurugram|West Delhi,Vocational Livelihood & Rehabilitation,False,True,298c0293a60ef4...qr
SKL-2026-0126,UTP-2026-0126,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99126,Tushar S.,Male,55,Graduate (B.A./B.Com),Domestic Electrician,3,Power Sector Skill Council / DGT,Certified,484,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Workplace Safety & Hazard Control,5670,Electrical & Facility Maintenance,15500,Gurugram|West Delhi,Technical Livelihoods & Vocational Training,True,False,ee971e53ea235...qr
SKL-2026-0127,UTP-2026-0127,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99127,Subhash R.,Male,21,12th Standard,Wood Furniture Making & Carpentry,3,Furniture & Fittings Skill Council (FFSC),Certified,486,Circular Saw|Wood Surface Planer|Laminate Press,A,Financial Literacy & Bank Account Operations,4638,Furniture Manufacturing & Carpentry,16000,North Delhi|South Delhi,Vocational Training & Micro-enterprise,True,True,457dc3b2cc73cf...qr
SKL-2026-0128,UTP-2026-0128,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99128,Surinder B.,Male,38,Illiterate (Adult Literacy Enrolled),CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,473,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Food Safety & Hygiene|Time Management,5381,Industrial Tooling & Precision Machining,21000,West Delhi|Gurugram,Technical Livelihoods & Industry Linkages,True,True,1a25d9720670ad...qr
SKL-2026-0129,UTP-2026-0129,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99129,Sachin P.,Male,41,12th Standard,Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Certified,203,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Workplace Safety & Hazard Control,1812,Garment & Textile Manufacturing,15000,North Delhi|South Delhi,Vocational Livelihood & Rehabilitation,True,True,271b6774d96e02...qr
SKL-2026-0130,UTP-2026-0130,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99130,Sachin M.,Male,57,12th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,381,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Customer Service & Professional Etiquette,4843,Footwear & Leather Craft,15000,South Delhi|North Delhi,Artisan Cooperatives & Reintegration,True,True,42d11443c5d451...qr
SKL-2026-0131,UTP-2026-0131,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99131,Sunita V.,Female,39,Illiterate (Adult Literacy Enrolled),Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,416,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Anger Management Module|Stress Resilience,5216,Commercial Printing & Signage,13000,South Delhi|North Delhi,Community Reintegration Support,True,True,534b64315be4ba...qr
SKL-2026-0132,UTP-2026-0132,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99132,Anil S.,Male,20,8th Standard,Warehouse Packaging & Inventory,2,Logistics Sector Skill Council,Certified,218,Handheld Barcode Scanner|Shrink Wrap Machine|Inventory Tagging,A,Customer Service & Professional Etiquette,3017,Logistics & Supply Chain,13500,West Delhi|Gurugram,Youth Livelihood & Logistics,True,True,3c029011c7b7a0...qr
SKL-2026-0133,UTP-2026-0133,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99133,Karan C.,Male,20,5th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,440,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Workplace Safety & Hazard Control,4149,Footwear & Leather Craft,15000,South Delhi|Gurugram,Artisan Cooperatives & Reintegration,True,True,4223bf3594dd6d...qr
SKL-2026-0134,UTP-2026-0134,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99134,Ajay B.,Male,25,10th Standard,Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,457,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,B,Workplace Communication|Conflict Management,4526,IT & Office Administration,17500,West Delhi|North Delhi,Youth Employment & Digital Literacy,False,True,58a2e042c42c1c...qr
SKL-2026-0135,UTP-2026-0135,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99135,Rajesh K.,Male,40,5th Standard,CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,610,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Team Coordination|Basic Numeracy,6377,Industrial Tooling & Precision Machining,21000,South Delhi|West Delhi,Technical Livelihoods & Industry Linkages,True,True,49b26a02cd962b...qr
SKL-2026-0136,UTP-2026-0136,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99136,Dinesh J.,Male,60,Illiterate (Adult Literacy Enrolled),Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,532,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,B,Digital Ethics|Professional Email Writing,5426,IT & Office Administration,17500,North Delhi|Gurugram,Youth Employment & Digital Literacy,False,False,1c1dc285d88cee...qr
SKL-2026-0137,UTP-2026-0137,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99137,Mahesh G.,Male,35,Illiterate (Adult Literacy Enrolled),Warehouse Packaging & Inventory,2,Logistics Sector Skill Council,In_Training,304,Handheld Barcode Scanner|Shrink Wrap Machine|Inventory Tagging,B,Financial Literacy & Bank Account Operations,3774,Logistics & Supply Chain,13500,South Delhi|West Delhi,Youth Livelihood & Logistics,False,True,487118746306c1...qr
SKL-2026-0138,UTP-2026-0138,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99138,Sachin S.,M,31,9th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,654,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Food Safety & Hygiene|Time Management,7183,Commercial Printing & Signage,13000,West Delhi|Gurugram,Community Reintegration Support,True,True,3c2ccb3e8f9a7...qr
SKL-2026-0139,UTP-2026-0139,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99139,Mukesh S.,Male,23,Illiterate (Adult Literacy Enrolled),CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,492,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Anger Management Module|Stress Resilience,6570,Industrial Tooling & Precision Machining,21000,West Delhi|North Delhi,Technical Livelihoods & Industry Linkages,True,True,5c8df561e87299...qr
SKL-2026-0140,UTP-2026-0140,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99140,Tushar K.,Male,24,5th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,662,Drip Irrigation Setup|Composting Unit|Power Weeder,C,Workplace Communication|Conflict Management,7893,Agriculture & Rural Enterprise,14000,South Delhi|West Delhi,Rural Development & Agro Livelihoods,False,True,495cea44f1ada2...qr
SKL-2026-0141,UTP-2026-0141,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99141,Surinder J.,Male,38,Illiterate (Adult Literacy Enrolled),Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Assessment_Pending,326,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Digital Ethics|Professional Email Writing,4503,Garment & Textile Manufacturing,15000,South Delhi|West Delhi,Vocational Livelihood & Rehabilitation,False,True,2fd8b0132dba1f...qr
SKL-2026-0142,UTP-2026-0142,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99142,Ashok S.,Male,36,8th Standard,Wood Furniture Making & Carpentry,3,Furniture & Fittings Skill Council (FFSC),Assessment_Pending,445,Circular Saw|Wood Surface Planer|Laminate Press,A,Financial Literacy & Bank Account Operations,5054,Furniture Manufacturing & Carpentry,16000,Gurugram|North Delhi,Vocational Training & Micro-enterprise,False,True,578a6a027533a9...qr
SKL-2026-0143,UTP-2026-0143,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99143,Sachin P.,Male,40,5th Standard,Warehouse Packaging & Inventory,2,Logistics Sector Skill Council,Certified,681,Handheld Barcode Scanner|Shrink Wrap Machine|Inventory Tagging,B,Anger Management Module|Stress Resilience,7026,Logistics & Supply Chain,13500,South Delhi|Gurugram,Youth Livelihood & Logistics,False,True,4645d64e16943...qr
SKL-2026-0144,UTP-2026-0144,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99144,Subhash D.,Male,37,12th Standard,CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,463,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Workplace Safety & Hazard Control,5731,Industrial Tooling & Precision Machining,21000,South Delhi|Gurugram,Technical Livelihoods & Industry Linkages,True,False,3e8315914a5989...qr
SKL-2026-0145,UTP-2026-0145,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99145,Rahul M.,Male,22,Illiterate (Adult Literacy Enrolled),Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,462,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,B,Food Safety & Hygiene|Time Management,3937,IT & Office Administration,17500,West Delhi|South Delhi,Youth Employment & Digital Literacy,False,True,14aeb583432a51...qr
SKL-2026-0146,UTP-2026-0146,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99146,Ajay P.,Male,24,5th Standard,CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,595,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Anger Management Module|Stress Resilience,5617,Industrial Tooling & Precision Machining,21000,South Delhi|Gurugram,Technical Livelihoods & Industry Linkages,True,True,4ebb0964252da2...qr
SKL-2026-0147,UTP-2026-0147,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99147,Sanjay C.,Male,20,8th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Assessment_Pending,312,Drip Irrigation Setup|Composting Unit|Power Weeder,B,Workplace Safety & Hazard Control,4218,Agriculture & Rural Enterprise,14000,Gurugram|West Delhi,Rural Development & Agro Livelihoods,False,True,5eae0b733d197b...qr
SKL-2026-0148,UTP-2026-0148,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99148,Deepak D.,Male,23,Illiterate (Adult Literacy Enrolled),Warehouse Packaging & Inventory,2,Logistics Sector Skill Council,Certified,483,Handheld Barcode Scanner|Shrink Wrap Machine|Inventory Tagging,C,Team Coordination|Basic Numeracy,5552,Logistics & Supply Chain,13500,North Delhi|West Delhi,Youth Livelihood & Logistics,False,True,1381d995308687...qr
SKL-2026-0149,UTP-2026-0149,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99149,Tushar T.,Male,23,9th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,587,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Workplace Safety & Hazard Control,7954,Commercial Printing & Signage,13000,Gurugram|South Delhi,Community Reintegration Support,True,True,359a44f14f72d0...qr
SKL-2026-0150,UTP-2026-0150,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99150,Harish M.,Male,23,12th Standard,Warehouse Packaging & Inventory,2,Logistics Sector Skill Council,Certified,693,Handheld Barcode Scanner|Shrink Wrap Machine|Inventory Tagging,A,Digital Ethics|Professional Email Writing,5934,Logistics & Supply Chain,13500,West Delhi|Gurugram,Youth Livelihood & Logistics,True,True,47d5a2b5dc0592...qr
SKL-2026-0151,UTP-2026-0151,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99151,Balu K.,Male,41,8th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,547,Manual Screen Press|UV Exposure Unit|Ink Mixing,C,Food Safety & Hygiene|Time Management,5076,Commercial Printing & Signage,13000,South Delhi|North Delhi,Community Reintegration Support,False,True,4c86c2f57a0333...qr
SKL-2026-0152,UTP-2026-0152,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99152,Subhash C.,Male,24,Illiterate (Adult Literacy Enrolled),Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,691,Manual Screen Press|UV Exposure Unit|Ink Mixing,B,Workplace Communication|Conflict Management,6963,Commercial Printing & Signage,13000,West Delhi|Gurugram,Community Reintegration Support,False,True,2d19f4a29cc9cd...qr
SKL-2026-0153,UTP-2026-0153,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99153,Suraj Y.,male,21,9th Standard,Domestic Electrician,3,Power Sector Skill Council / DGT,In_Training,331,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Team Coordination|Basic Numeracy,2912,Electrical & Facility Maintenance,15500,South Delhi|West Delhi,Technical Livelihoods & Vocational Training,False,True,44ee3f53c9379d...qr
SKL-2026-0154,UTP-2026-0154,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99154,Subhash K.,Male,25,5th Standard,Wood Furniture Making & Carpentry,3,Furniture & Fittings Skill Council (FFSC),Certified,272,Circular Saw|Wood Surface Planer|Laminate Press,A,Customer Service & Professional Etiquette,3001,Furniture Manufacturing & Carpentry,16000,North Delhi|South Delhi,Vocational Training & Micro-enterprise,True,True,227cbb24c17343...qr
SKL-2026-0155,UTP-2026-0155,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99155,Nitin G.,Male,31,10th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,284,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Workplace Safety & Hazard Control,3143,Commercial Printing & Signage,13000,West Delhi|South Delhi,Community Reintegration Support,True,True,2ce9f154030cc5...qr
SKL-2026-0156,UTP-2026-0156,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99156,Deepak Y.,Male,37,Illiterate (Adult Literacy Enrolled),Bakery & Confectionery,3,FICSI / National Council for Vocational Training,In_Training,621,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,A,Financial Literacy & Bank Account Operations,5786,Food Processing & Bakery,14500,West Delhi|Gurugram,Skill Training & Micro-enterprise,False,True,2ba3ff31cf147a...qr
SKL-2026-0157,UTP-2026-0157,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99157,Kishore T.,M,41,Illiterate (Adult Literacy Enrolled),Warehouse Packaging & Inventory,2,Logistics Sector Skill Council,Certified,617,Handheld Barcode Scanner|Shrink Wrap Machine|Inventory Tagging,A,Digital Ethics|Professional Email Writing,7126,Logistics & Supply Chain,13500,Gurugram|South Delhi,Youth Livelihood & Logistics,True,True,3b785b91733fb0...qr
SKL-2026-0158,UTP-2026-0158,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99158,Raju C.,Male,34,5th Standard,Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Certified,576,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Digital Ethics|Professional Email Writing,7243,Garment & Textile Manufacturing,15000,North Delhi|West Delhi,Vocational Livelihood & Rehabilitation,True,False,1ba90af481d821...qr
SKL-2026-0159,UTP-2026-0159,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99159,Subhash B.,Male,34,8th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,683,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Workplace Communication|Conflict Management,8033,Commercial Printing & Signage,13000,South Delhi|West Delhi,Community Reintegration Support,True,True,1b9d7423ead2ee...qr
SKL-2026-0160,UTP-2026-0160,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99160,Vinod M.,Male,34,ITI Diploma,Domestic Electrician,3,Power Sector Skill Council / DGT,Certified,199,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Financial Literacy & Bank Account Operations,2361,Electrical & Facility Maintenance,15500,West Delhi|South Delhi,Technical Livelihoods & Vocational Training,True,True,30171ec360fdf3...qr
SKL-2026-0161,UTP-2026-0161,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99161,Vijay S.,Male,58,8th Standard,Domestic Electrician,3,Power Sector Skill Council / DGT,Certified,631,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Workplace Communication|Conflict Management,5725,Electrical & Facility Maintenance,15500,West Delhi|South Delhi,Technical Livelihoods & Vocational Training,True,True,d41d0c479fe5e...qr
SKL-2026-0162,UTP-2026-0162,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99162,Pravin J.,Male,38,10th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,686,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Digital Ethics|Professional Email Writing,5952,Agriculture & Rural Enterprise,14000,West Delhi|North Delhi,Rural Development & Agro Livelihoods,True,True,452008b443c1ed...qr
SKL-2026-0163,UTP-2026-0163,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99163,Sunil S.,Male,40,Illiterate (Adult Literacy Enrolled),Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Certified,618,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Customer Service & Professional Etiquette,6882,Garment & Textile Manufacturing,15000,West Delhi|North Delhi,Vocational Livelihood & Rehabilitation,True,True,142c2635105e83...qr
SKL-2026-0164,UTP-2026-0164,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99164,Ganesh M.,Male,26,8th Standard,Wood Furniture Making & Carpentry,3,Furniture & Fittings Skill Council (FFSC),Certified,677,Circular Saw|Wood Surface Planer|Laminate Press,A,Anger Management Module|Stress Resilience,8687,Furniture Manufacturing & Carpentry,16000,West Delhi|South Delhi,Vocational Training & Micro-enterprise,True,True,108d79a4b6c4a8...qr
SKL-2026-0165,UTP-2026-0165,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99165,Vinod J.,Male,19,10th Standard,CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,234,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Financial Literacy & Bank Account Operations,2634,Industrial Tooling & Precision Machining,21000,West Delhi|North Delhi,Technical Livelihoods & Industry Linkages,True,True,4dbe0392ef2531...qr
SKL-2026-0166,UTP-2026-0166,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99166,Vinod A.,Male,59,5th Standard,Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Certified,653,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Team Coordination|Basic Numeracy,7029,Garment & Textile Manufacturing,15000,South Delhi|Gurugram,Vocational Livelihood & Rehabilitation,True,True,334dd0947c3844...qr
SKL-2026-0167,UTP-2026-0167,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99167,Mukesh S.,Male,41,Graduate (B.A./B.Com),Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Certified,487,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Anger Management Module|Stress Resilience,5646,Garment & Textile Manufacturing,15000,West Delhi|South Delhi,Vocational Livelihood & Rehabilitation,True,True,358c95d1c793e0...qr
SKL-2026-0168,UTP-2026-0168,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99168,Rakesh K.,Male,26,ITI Diploma,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,535,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Customer Service & Professional Etiquette,6364,Agriculture & Rural Enterprise,14000,North Delhi|Gurugram,Rural Development & Agro Livelihoods,True,True,334fc861094bf9...qr
SKL-2026-0169,UTP-2026-0169,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99169,Sachin T.,Male,35,12th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,604,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Customer Service & Professional Etiquette,7803,Agriculture & Rural Enterprise,14000,South Delhi|West Delhi,Rural Development & Agro Livelihoods,True,True,3fc98a23e8db55...qr
SKL-2026-0170,UTP-2026-0170,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99170,Mohan R.,Male,25,12th Standard,Wood Furniture Making & Carpentry,3,Furniture & Fittings Skill Council (FFSC),Certified,539,Circular Saw|Wood Surface Planer|Laminate Press,A,Workplace Communication|Conflict Management,6927,Furniture Manufacturing & Carpentry,16000,North Delhi|Gurugram,Vocational Training & Micro-enterprise,True,True,5b871e85b043b4...qr
SKL-2026-0171,UTP-2026-0171,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99171,Vikram B.,Male,32,12th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,328,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Customer Service & Professional Etiquette,3935,Agriculture & Rural Enterprise,14000,South Delhi|West Delhi,Rural Development & Agro Livelihoods,True,True,4d53be35b5267e...qr
SKL-2026-0172,UTP-2026-0172,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99172,Dharmendra S.,Male,25,12th Standard,Domestic Electrician,3,Power Sector Skill Council / DGT,In_Training,539,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Food Safety & Hygiene|Time Management,5818,Electrical & Facility Maintenance,15500,West Delhi|Gurugram,Technical Livelihoods & Vocational Training,False,True,bc2e4f46ea427...qr
SKL-2026-0173,UTP-2026-0173,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99173,Vinod D.,Male,41,10th Standard,Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Certified,229,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Workplace Safety & Hazard Control,2001,Garment & Textile Manufacturing,15000,South Delhi|Gurugram,Vocational Livelihood & Rehabilitation,True,False,15e3a2d1961df9...qr
SKL-2026-0174,UTP-2026-0174,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99174,Amit T.,Male,20,ITI Diploma,Bakery & Confectionery,3,FICSI / National Council for Vocational Training,Assessment_Pending,646,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,A,Digital Ethics|Professional Email Writing,7053,Food Processing & Bakery,14500,West Delhi|Gurugram,Skill Training & Micro-enterprise,False,True,3a20a1e3fd20c4...qr
SKL-2026-0175,UTP-2026-0175,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99175,Manoj B.,Male,20,ITI Diploma,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,149,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Food Safety & Hygiene|Time Management,1591,Agriculture & Rural Enterprise,14000,West Delhi|Gurugram,Rural Development & Agro Livelihoods,True,True,3cd11015520c91...qr
SKL-2026-0176,UTP-2026-0176,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99176,Mahesh K.,Male,25,Illiterate (Adult Literacy Enrolled),Bakery & Confectionery,3,FICSI / National Council for Vocational Training,Certified,375,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,B,Workplace Communication|Conflict Management,3392,Food Processing & Bakery,14500,West Delhi|Gurugram,Skill Training & Micro-enterprise,False,True,cf5e9e2076038...qr
SKL-2026-0177,UTP-2026-0177,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99177,Deepak D.,Male,40,8th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,338,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Workplace Safety & Hazard Control,4517,Footwear & Leather Craft,15000,North Delhi|Gurugram,Artisan Cooperatives & Reintegration,True,True,318815b3b56cbb...qr
SKL-2026-0178,UTP-2026-0178,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99178,Tushar T.,Male,39,8th Standard,Bakery & Confectionery,3,FICSI / National Council for Vocational Training,Assessment_Pending,474,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,A,Anger Management Module|Stress Resilience,4674,Food Processing & Bakery,14500,South Delhi|Gurugram,Skill Training & Micro-enterprise,False,True,11ebb7c3090c71...qr
SKL-2026-0179,UTP-2026-0179,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99179,Mahesh P.,Male,38,Illiterate (Adult Literacy Enrolled),Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,686,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Anger Management Module|Stress Resilience,6915,Footwear & Leather Craft,15000,West Delhi|North Delhi,Artisan Cooperatives & Reintegration,True,True,3cff09d26733ce...qr
SKL-2026-0180,UTP-2026-0180,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99180,Karan R.,Male,20,12th Standard,CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,363,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,C,Financial Literacy & Bank Account Operations,3620,Industrial Tooling & Precision Machining,21000,Gurugram|South Delhi,Technical Livelihoods & Industry Linkages,False,True,11339bc4c6322d...qr
SKL-2026-0181,UTP-2026-0181,PRIS-DL-01,Tihar Central Prison No. 4,Overcrowded,200.7,SID-DE-99181,Rohit D.,Male,41,9th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,325,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Workplace Safety & Hazard Control,4174,Footwear & Leather Craft,15000,South Delhi|Gurugram,Artisan Cooperatives & Reintegration,True,True,5c01a04ef146c...qr
