prisoner_id,case_cnr,prison_id,prison_name,prison_state,prison_district,prison_capacity,prison_occupancy,occupancy_rate_pct,crowding_status,overcrowding_level,overcrowding_gap,available_beds,ward_name,ward_capacity,ward_occupancy,ward_occupancy_rate_pct,transfer_candidate_flag,decongestion_priority_score,gender,age,primary_offence_section,offence_category_name,charges_framed_flag,max_sentence_months,death_or_life_flag,prior_conviction_flag,pending_case_count,custody_start_date,accused_delay_days,net_custody_days,threshold_type,statutory_threshold_days,sec479_eligibility,dlsa_unit_id,pro_bono_lawyer_id,pro_bono_lawyer_name,pro_bono_assigned_date,legal_aid_status,bail_status,last_hearing_date,next_hearing_date,release_order_date,actual_release_date,days_post_bail_order,surety_type,antil_7day_breach_flag,personal_bond_petition_status,medical_needs,security_risk
UTP-2026-0011,MAMU01-172792-2025,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,157,157.0,True,0.98,Male,19,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,False,1,2023-09-18,45,1024,1/3_first_timer,365.0,Eligible,DLSA-MH-MUM,,,,Unassigned,Bail Granted,2026-08-04,2026-08-27,2026-08-18,,4.0,"Local Surety Bond ₹15,000",False,Monitoring,,Low
UTP-2026-0012,MAMU01-301158-2026,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,169,169.0,True,0.75,Male,37,Sec 115(2) BNS / 323 IPC,Voluntarily Causing Hurt (Assault),False,12.0,False,False,2,2025-12-08,0,257,1/3_first_timer,122.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-044,Adv. Priyanka S. Raut,2026-03-10,Assigned,Pending_Hearing,2026-07-10,2026-09-14,,,,,False,Multi_Case_Verification_Pending,Chronic Diabetes (Level 1 Dispensary),Low
UTP-2026-0013,MAMU01-534572-2024,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,167,167.0,True,0.73,Male,23,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,False,24.0,False,False,1,2026-02-22,0,181,1/3_first_timer,243.0,Ineligible_Under_Time,DLSA-MH-MUM,PBL-MH-042,Adv. Ramesh V. Kulkarni,2026-06-28,Assigned,Pending_Hearing,2026-07-18,2026-09-23,,,,,False,Not_Applicable,Chronic Kidney Disease (Requires Dialysis / Level 3),Low
UTP-2026-0014,MAMU01-903013-2026,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,159,159.0,True,0.69,Male,22,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,True,84.0,False,False,1,2026-07-04,0,49,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-MH-MUM,,Private Counsel Engaged,,Private_Counsel,Hearing_Scheduled,2026-08-11,2026-09-08,,,,,False,Not_Applicable,,Low
UTP-2026-0015,MAMU01-611945-2024,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,159,159.0,True,0.73,Male,40,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,True,84.0,False,False,1,2026-02-27,0,176,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-MH-MUM,,,,Unassigned,Pending_Hearing,2026-07-12,2026-09-28,,,,,False,Not_Applicable,Hypertension (Level 1),Low
UTP-2026-0016,MAMU01-171951-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,159,159.0,True,0.69,Male,32,Sec 324(2) BNS / 427 IPC,Mischief Causing Damage,True,24.0,False,False,1,2026-07-19,0,34,1/3_first_timer,243.0,Ineligible_Under_Time,DLSA-MH-MUM,,,,Unassigned,Pending_Trial,2026-07-22,2026-09-10,,,,,False,Not_Applicable,,Low
UTP-2026-0017,MAMU01-143064-2025,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,160,160.0,True,0.73,Male,41,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,False,84.0,False,False,1,2026-02-20,0,183,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-MH-MUM,,,,Unassigned,Not_Applied,2026-07-11,2026-09-23,,,,,False,Not_Applicable,Hypertension (Level 1),Low
UTP-2026-0018,MAMU01-322423-2025,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,163,163.0,True,0.83,Male,19,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,True,24.0,False,False,2,2025-04-03,0,506,1/3_first_timer,243.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-043,Adv. Tanmay B. Sawant,2026-04-09,Assigned,Verification_Required,2026-07-16,2026-09-09,,,,,False,Multi_Case_Verification_Pending,Chronic Diabetes (Level 1 Dispensary),Low
UTP-2026-0019,MAMU01-878967-2024,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,162,162.0,True,0.87,Male,22,Sec 115(2) BNS / 323 IPC,Voluntarily Causing Hurt (Assault),True,12.0,False,False,1,2024-11-27,0,633,1/3_first_timer,122.0,Eligible,DLSA-MH-MUM,PBL-MH-043,Adv. Tanmay B. Sawant,2026-06-28,Assigned,Released_On_Bail,2026-08-01,2026-08-25,2026-07-03,2026-07-05,2.0,Solvency Certificate (Property),False,Executed_With_Surety,,Low
UTP-2026-0020,MAMU01-690180-2025,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,160,160.0,True,0.88,Male,24,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,False,1,2024-10-16,0,675,1/3_first_timer,365.0,Eligible,DLSA-MH-MUM,PBL-MH-043,Adv. Tanmay B. Sawant,2026-05-28,Assigned,Bail Granted,2026-07-14,2026-09-21,2026-08-11,,11.0,Solvency Certificate (Land),True,Petition_Drafted_Sec483,Tuberculosis (Isolation / Level 2 Inpatient),Low
UTP-2026-0021,MAMU01-545790-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,164,164.0,True,0.8,Male,40,Sec 115(2) BNS / 323 IPC,Voluntarily Causing Hurt (Assault),True,12.0,False,False,2,2025-07-17,0,401,1/3_first_timer,122.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-043,Adv. Tanmay B. Sawant,2026-04-22,Assigned,Verification_Required,2026-08-13,2026-09-23,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0022,MAMU01-713762-2026,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Ward-HS (High Security),50,79,158.0,False,0.57,Male,24,Sec 103(1) BNS / 302 IPC,Murder (Life/Death Excluded from Sec 479),False,,True,False,1,2026-04-13,0,131,Not_Applicable,,Excluded_Life_Or_Death,DLSA-MH-MUM,,Private Counsel Engaged,,Private_Counsel,Pending_Trial,2026-07-20,2026-09-12,,,,,False,Barred_By_Statute,Hypertension (Level 1),High
UTP-2026-0023,MAMU01-402020-2026,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,160,160.0,True,0.75,Male,41,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,True,3,2025-12-24,0,241,1/2_repeat_offender,547.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,,Private Counsel Engaged,,Private_Counsel,Bail_Pending,2026-07-25,2026-08-30,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0024,MAMU01-925981-2025,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,161,161.0,True,0.75,Male,25,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,True,24.0,False,False,1,2025-09-08,90,258,1/3_first_timer,243.0,Eligible,DLSA-MH-MUM,PBL-MH-044,Adv. Priyanka S. Raut,2026-05-08,Assigned,Pending_Hearing,2026-07-22,2026-09-14,,,,,False,Pre_Draft_Generated,,Low
UTP-2026-0025,MAMU01-786587-2024,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,162,162.0,True,0.72,Male,26,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,False,3,2026-02-25,45,133,1/3_first_timer,365.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-043,Adv. Tanmay B. Sawant,2026-05-23,Assigned,Verification_Required,2026-07-11,2026-09-25,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0026,MAMU01-814919-2024,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Ward-F (Female Barrack),60,100,166.7,True,0.73,Female,23,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,True,84.0,False,True,1,2026-02-26,0,177,1/2_repeat_offender,1277.0,Ineligible_Under_Time,DLSA-MH-MUM,PBL-MH-043,Adv. Tanmay B. Sawant,2026-04-17,Assigned,Hearing_Scheduled,2026-08-04,2026-08-25,,,,,False,Not_Applicable,,Low
UTP-2026-0027,MAMU01-108491-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,159,159.0,True,0.67,Male,31,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,False,24.0,False,False,2,2025-04-27,0,482,1/3_first_timer,243.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-044,Adv. Priyanka S. Raut,2026-01-31,Assigned,Verification_Required,2026-07-09,2026-09-02,,,,,False,Multi_Case_Verification_Pending,,Medium
UTP-2026-0028,MAMU01-409478-2025,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Ward-HS (High Security),50,82,164.0,False,0.67,Male,26,Sec 103(1) BNS / 302 IPC,Murder (Life/Death Excluded from Sec 479),True,,True,False,1,2025-04-29,0,480,Not_Applicable,,Excluded_Life_Or_Death,DLSA-MH-MUM,,Private Counsel Engaged,,Private_Counsel,Rejected_Sessions,2026-07-16,2026-09-17,,,,,False,Barred_By_Statute,Hypertension (Level 1),High
UTP-2026-0029,MAMU01-835132-2025,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Ward-F (Female Barrack),60,98,163.3,True,0.7,Female,54,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,True,1,2026-06-05,0,78,1/2_repeat_offender,547.0,Ineligible_Under_Time,DLSA-MH-MUM,PBL-MH-043,Adv. Tanmay B. Sawant,2026-06-20,Assigned,Hearing_Scheduled,2026-07-14,2026-09-03,,,,,False,Not_Applicable,Tuberculosis (Isolation / Level 2 Inpatient),Low
UTP-2026-0030,MAMU01-772875-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,157,157.0,True,0.55,Male,25,Sec 316(2) BNS / 406 IPC,Criminal Breach of Trust,True,36.0,False,False,1,2026-05-27,0,87,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-MH-MUM,PBL-MH-042,Adv. Ramesh V. Kulkarni,2026-07-01,Assigned,Pending_Trial,2026-08-11,2026-08-25,,,,,False,Not_Applicable,,Medium
UTP-2026-0031,MAMU01-332311-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,164,164.0,True,0.7,Male,23,Sec 318(2) BNS / 420 IPC,Cheating & Dishonesty,True,36.0,False,False,3,2026-06-07,0,76,1/3_first_timer,365.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-043,Adv. Tanmay B. Sawant,2026-08-03,Assigned,Verification_Required,2026-08-15,2026-09-14,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0032,MAMU01-865054-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,159,159.0,True,0.71,Male,38,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,True,24.0,False,False,1,2026-05-05,0,109,1/3_first_timer,243.0,Ineligible_Under_Time,DLSA-MH-MUM,,Private Counsel Engaged,,Private_Counsel,Hearing_Scheduled,2026-08-15,2026-08-30,,,,,False,Not_Applicable,,Low
UTP-2026-0033,MAMU01-986438-2025,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,157,157.0,True,0.72,Male,24,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,False,1,2024-11-08,0,652,1/3_first_timer,365.0,Eligible,DLSA-MH-MUM,PBL-MH-042,Adv. Ramesh V. Kulkarni,2026-03-10,Assigned,Bail Granted,2026-07-09,2026-09-11,2026-08-19,,3.0,Property Card (7/12 Extract),False,Monitoring,,Medium
UTP-2026-0034,MAMU01-265056-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,169,169.0,True,0.76,Male,39,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,False,1,2025-11-02,0,293,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-MH-MUM,PBL-MH-042,Adv. Ramesh V. Kulkarni,2026-06-01,Assigned,Hearing_Scheduled,2026-07-08,2026-10-01,,,,,False,Not_Applicable,Chronic Kidney Disease (Requires Dialysis / Level 3),Low
UTP-2026-0035,MAMU01-878086-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,169,169.0,True,0.98,Male,41,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,False,84.0,False,True,2,2023-06-10,0,1169,1/2_repeat_offender,1277.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-042,Adv. Ramesh V. Kulkarni,2026-05-21,Assigned,Verification_Required,2026-08-10,2026-09-23,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0036,MAMU01-207798-2024,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,167,167.0,True,0.89,Male,26,Sec 115(2) BNS / 323 IPC,Voluntarily Causing Hurt (Assault),True,12.0,False,True,1,2024-09-21,0,700,1/2_repeat_offender,182.0,Eligible,DLSA-MH-MUM,PBL-MH-044,Adv. Priyanka S. Raut,2026-01-30,Assigned,Released_On_Bail,2026-07-14,2026-09-22,2026-06-28,2026-07-01,3.0,Solvency Certificate (Property),False,Executed_With_Surety,Chronic Diabetes (Level 1 Dispensary),Low
UTP-2026-0037,MAMU01-949153-2024,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,160,160.0,True,0.98,Male,42,Sec 115(2) BNS / 323 IPC,Voluntarily Causing Hurt (Assault),True,12.0,False,False,1,2023-05-19,0,1191,1/3_first_timer,122.0,Eligible,DLSA-MH-MUM,PBL-MH-044,Adv. Priyanka S. Raut,2026-02-28,Assigned,Bail Granted,2026-08-09,2026-08-27,2026-07-17,,36.0,Two Local Solvent Sureties,True,Order_Modified_Awaiting_Warrant,Chronic Kidney Disease (Requires Dialysis / Level 3),Low
UTP-2026-0038,MAMU01-794299-2026,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,158,158.0,True,0.72,Male,42,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,True,84.0,False,False,3,2026-04-06,0,138,1/3_first_timer,852.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-044,Adv. Priyanka S. Raut,2026-07-20,Assigned,Verification_Required,2026-07-10,2026-09-21,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0039,MAMU01-826501-2024,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,165,165.0,True,0.85,Male,39,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,True,1,2025-01-07,0,592,1/2_repeat_offender,547.0,Eligible,DLSA-MH-MUM,PBL-MH-042,Adv. Ramesh V. Kulkarni,2026-05-25,Assigned,Bail Granted,2026-07-21,2026-09-06,2026-07-17,,36.0,Two Local Solvent Sureties,True,Hearing_Scheduled_For_Relaxation,Hypertension (Level 1),Low
UTP-2026-0040,MAMU01-332823-2026,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,162,162.0,True,0.57,Male,53,Sec 309(4) BNS / 392 IPC,Robbery,True,120.0,False,False,1,2026-04-07,0,137,1/3_first_timer,1217.0,Ineligible_Under_Time,DLSA-MH-MUM,PBL-MH-042,Adv. Ramesh V. Kulkarni,2026-05-19,Assigned,Pending_Hearing,2026-08-11,2026-09-02,,,,,False,Not_Applicable,,Medium
UTP-2026-0041,MAMU01-753064-2026,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,158,158.0,True,0.73,Male,20,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,True,2,2026-02-19,0,184,1/2_repeat_offender,547.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-042,Adv. Ramesh V. Kulkarni,2026-03-08,Assigned,Verification_Required,2026-07-29,2026-09-09,,,,,False,Multi_Case_Verification_Pending,Hypertension (Level 1),Low
UTP-2026-0042,MAMU01-239890-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,163,163.0,True,0.7,Male,34,Sec 318(2) BNS / 420 IPC,Cheating & Dishonesty,True,36.0,False,False,2,2026-06-09,0,74,1/3_first_timer,365.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-044,Adv. Priyanka S. Raut,2026-06-15,Assigned,Bail_Pending,2026-08-18,2026-09-12,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0043,MAMU01-620306-2026,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,157,157.0,True,0.85,Male,41,Sec 309(4) BNS / 392 IPC,Robbery,True,120.0,False,False,1,2025-01-17,0,582,1/3_first_timer,1217.0,Ineligible_Under_Time,DLSA-MH-MUM,PBL-MH-043,Adv. Tanmay B. Sawant,2026-07-17,Assigned,Pending_Trial,2026-08-15,2026-09-14,,,,,False,Not_Applicable,,Low
UTP-2026-0044,MAMU01-559457-2023,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,168,168.0,True,0.71,Male,19,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,True,24.0,False,True,1,2026-04-05,30,109,1/2_repeat_offender,365.0,Ineligible_Under_Time,DLSA-MH-MUM,,,,Unassigned,Pending_Hearing,2026-07-28,2026-09-22,,,,,False,Not_Applicable,Severe Cardiac / Requires Level 3 Hospital Care,Low
UTP-2026-0045,MAMU01-848022-2026,PRIS-MH-01,Mumbai Central Prison (Arthur Road),Maharashtra,Mumbai City,804,1310,162.9,Overcrowded,High,506,0,Barrack-04 (General),100,160,160.0,True,0.98,Male,21,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,False,3,2023-09-02,0,1085,1/3_first_timer,365.0,Blocked_Multiple_FIRs,DLSA-MH-MUM,PBL-MH-042,Adv. Ramesh V. Kulkarni,2026-02-11,Assigned,Pending_Hearing,2026-07-11,2026-09-05,,,,,False,Multi_Case_Verification_Pending,Chronic Kidney Disease (Requires Dialysis / Level 3),Low
